filename, timestamp, filetype, error type, column/header, issues
Mia_Carek-CrossCountryMortgage-CharlieHall-ClientData-Jul1822Update-R4I-Archive_Frontend - Archive.csv,2022-07-19 12:00:05 -0600,Archive,data_validation,subject property address,"[""900rren Avenue N, Unit 400 (row 184)"", ""30983lberg Road (row 208)"", ""1000bin Creek Lane Sw, C302 (row 211)"", ""1000bin Creek Lane Sw, C30 (row 221)"", ""1000bin Creek Lane Sw, C301 (row 224)"", ""1000bin Creek Lane Sw, C302 (row 238)"", ""900rren Avenue N, Unit 400 (row 246)""]"
Tyler_Carek-HighlandsResidential-MultipleLOs-ClientData-Jul1622Update-R4I-Archive - Archive.csv,2022-07-19 12:00:05 -0600,Archive,data_validation,subject property address,"[""Lennar Property (row 78)""]"
Ozzi_Mia-FinanceofAmericaMortgage-DebraTunny-ClientData-Jul1922Update-R4I-Archive - Archive.csv,2022-07-19 12:00:05 -0600,Archive,data_validation,loan purpose,"[""Cash Out Refinance 1st Mortgage (row 34)"", ""Cash Out Refinance 1st Mortgage (row 35)"", ""Cash Out Refinance 1st Mortgage (row 76)"", ""Cash Out Refinance 1st Mortgage (row 172)"", ""Cash Out Refinance 1st Mortgage (row 207)""]"
Tyler_Mia-OneTrustHomeLoans-MultipleLOs-20220718Update-ClientData-R4I-Archive - Archive.csv,2022-07-19 12:00:05 -0600,Archive,data_validation,borrower first/middle name,"[""153 Crystal Lake Rev (row 3)""]"
Tyler_Mia-OneTrustHomeLoans-MultipleLOs-20220718Update-ClientData-R4I-Archive - Archive.csv,2022-07-19 12:00:05 -0600,Archive,data_validation,subject property address,"[""Parcel# RP07N03W353610 (row 10)""]"
Carek_Mia-NewAmericanFunding-DanKeller-ClientData-Jul2022Update-R4I-Archive_Frontend - Archive.csv,2022-07-22 12:23:44 -0600,Archive,data_validation,subject property address,"[""365,000.00 (row 164)""]"
Carek_Mia-NewAmericanFunding-DanKeller-ClientData-Jul2022Update-R4I-Archive_Frontend - Archive.csv,2022-07-22 12:23:44 -0600,Archive,data_validation,subject property zip,"[""9020 (row 229)"", ""98223-5853 (row 459)""]"
Carek_Mia-NewAmericanFunding-DanKeller-ClientData-Jul2022Update-R4I-Archive_Frontend - Archive.csv,2022-07-22 12:23:44 -0600,Archive,data_validation,subject property purchase price,"[""10.00 (row 86)""]"
Tyler_Carek-USAMortgage-JerahmeWetzel-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:23:45 -0600,Archive,data_validation,closing date,"[""blank (row 79)""]"
Ethan_Tyler-MovementMortgage-JeffreyNeilsen-ClientData-Jul2122Update-R4I-Archive - Archive.csv,2022-07-22 12:23:45 -0600,Archive,data_validation,loan term,"[""360.000 (row 2)""]"
Tyler_Kelcie-USAMortgage-LaureeLeyland-ClientData-Jul2022Update-R4I-Archive - Archive.csv,2022-07-22 12:23:45 -0600,Archive,header_validation,nmls_origintor_syntax
Tyler_Kelcie-USAMortgage-LaureeLeyland-ClientData-Jul2022Update-R4I-Archive - Archive.csv,2022-07-22 12:23:45 -0600,Archive,data_validation,loan term,"[""216 (row 62)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,borr cell phone,"[""512-212-022 (row 6969)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,borr email,"[""noemail@noemail.com (row 2086)"", ""noemail@noemail.com (row 2109)"", ""noemail@noemail.com (row 2127)"", ""none@noemail.com (row 2131)"", ""noemail@noemail.com (row 2152)"", ""noemail@noemail.com (row 2164)"", ""none@noemail.com (row 2168)"", ""noemail@noemail.com (row 2175)"", ""noemail@noemail.com (row 2176)"", ""noemail@noemail.com (row 2179)"", ""noemail@noemail.com (row 2196)"", ""noemail@noemail.com (row 2283)"", ""noemail@yahoo.com (row 2679)"", ""noemail@noemail.com (row 3100)"", ""noemail@noemail.com (row 3480)"", ""noemail@noemail.com (row 3584)"", ""noemail@noemail.com (row 3587)"", ""noemail@noemail.com (row 3678)"", ""noemail@noemail.com (row 3696)"", ""noemail@noemail.com (row 3718)"", ""noemail@noemail.com (row 3754)"", ""noemail@noemail.com (row 3768)"", ""noemail@noemail.com (row 3785)"", ""noemail@noemail.com (row 3787)"", ""noemail@noemail.com (row 3809)"", ""none@noemail.com (row 3822)"", ""noemail@noemail.com (row 3829)"", ""noemail@noemail.com (row 3859)"", ""noemail@noemail.com (row 3881)"", ""noemail@noemail.com (row 3898)"", ""noemail@noemail.com (row 3906)"", ""none@noemail.com (row 3915)"", ""noemail@noemail.com (row 3931)"", ""noemail@noemail.com (row 3936)"", ""noemail@noemail.com (row 3937)"", ""noemail@noemail.com (row 3944)"", ""noemail@noemail.com (row 3954)"", ""noemail@noemail.com (row 3961)"", ""noemail@noemail.com (row 3975)"", ""noemail@noemail.com (row 3993)"", ""noemail@noemail.com (row 4022)"", ""noemail@noemail.com (row 4023)"", ""none@noemail.com (row 4024)"", ""noemail@noemail.com (row 4031)"", ""noemail@noemail.com (row 4047)"", ""none@noemail.com (row 4051)"", ""noemail@noemail.com (row 4054)"", ""noemail@noemail.com (row 4056)"", ""noemail@noemail.com (row 4057)"", ""noemail@noemail.com (row 4120)"", ""noemail@noemail.com (row 4130)"", ""noemail@noemail.com (row 4139)"", ""noemail@noemail.com (row 4140)"", ""noemail@noemail.com (row 4142)"", ""noemail@noemail.com (row 4172)"", ""noemail@noemail.com (row 4181)"", ""noemail@noemail.com (row 4202)"", ""noemail@noemail.com (row 4203)"", ""noemail@noemail.com (row 4204)"", ""noemail@noemail.com (row 4223)"", ""noemail@noemail.com (row 4225)"", ""none@noemail.com (row 4241)"", ""noemail@noemail.com (row 4243)"", ""noemail@noemail.com (row 4244)"", ""noemail@noemail.com (row 4253)"", ""noemail@noemail.com (row 4256)"", ""noemail@noemail.com (row 4260)"", ""none@noemail.com (row 4261)"", ""noemail@noemail.com (row 4262)"", ""noemail@noemail.com (row 4264)"", ""noemail@noemail.com (row 4288)"", ""noemail@noemail.com (row 4295)"", ""noemail@noemail.com (row 4301)"", ""noemail@noemail.com (row 4302)"", ""noemail@noemail.com (row 4308)"", ""noemail@noemail.com (row 4317)"", ""noemail@noemail.com (row 4340)"", ""noemail@noemail.com (row 4354)"", ""noemail@noemail.com (row 4355)"", ""noemail@noemail.com (row 4364)"", ""noemail@noemail.com (row 4370)"", ""noemail@noemail.com (row 4378)"", ""noemail@noemail.com (row 4380)"", ""none@noemail.com (row 4382)"", ""noemail@gmail.com (row 4412)"", ""noemail@noemail.com (row 4431)"", ""noemail@noemail.com (row 4433)"", ""noemail@noemail.com (row 4437)"", ""noemail@noemail.com (row 4442)"", ""noemail@noemail.com (row 4447)"", ""noemail@noemail.com (row 4455)"", ""noemail@noemail.com (row 4457)"", ""noemail@noemail.com (row 4474)"", ""noemail@noemail.com (row 4482)"", ""noemail@noemail.com (row 4501)"", ""noemail@noemail.com (row 4507)"", ""noemail@noemail.com (row 4508)"", ""noemail@noemail.com (row 4509)"", ""noemail@noemail.com (row 4510)"", ""noemail@noemail.com (row 4522)"", ""noemail@noemail.com (row 4533)"", ""noemail@noemail.com (row 4553)"", ""noemail@noemail.com (row 4584)"", ""noemail@noemail.com (row 4592)"", ""noemail@noemail.com (row 4593)"", ""noemail@noemail.com (row 4603)"", ""noemail@noemail.com (row 4621)"", ""noemail@noemail.com (row 4622)"", ""noemail@noemail.com (row 4641)"", ""noemail@noemail.com (row 4647)"", ""noemail@noemail.com (row 4670)"", ""noemail@noemail.com (row 4671)"", ""noemail@noemail.com (row 4682)"", ""noemail@noemail.com (row 4683)"", ""none@noemail.com (row 4692)"", ""none@noemail.com (row 4702)"", ""none@noemail.com (row 4703)"", ""noemail@noemail.com (row 4705)"", ""noemail@noemail.com (row 4717)"", ""none@noemail.com (row 4723)"", ""noemail@noemail.com (row 4724)"", ""noemail@noemail.com (row 4735)"", ""noemail@noemail.com (row 4775)"", ""noemail@noemail.com (row 4778)"", ""noemail@noemail.com (row 4782)"", ""none@noemail.com (row 4792)"", ""noemail@noemail.com (row 4809)"", ""noemail@noemail.com (row 4815)"", ""noemail@noemail.com (row 4832)"", ""none@noemail.com (row 4890)"", ""noemail@noemail.com (row 4910)"", ""none@noemail.com (row 5000)"", ""noemail@noemail.com (row 5003)"", ""none@noemail.com (row 5011)"", ""none@noemail.com (row 5034)"", ""noemail@noemail.com (row 5094)"", ""none@noemail.com (row 5133)"", ""none@noemail.com (row 5196)"", ""none@noemail.com (row 5197)"", ""none@noemail.com (row 5211)"", ""none@noemail.com (row 5212)"", ""none@noemail.com (row 5253)"", ""none@noemail.com (row 5261)"", ""noemail@noemail.com (row 5262)"", ""none@noemail.com (row 5303)"", ""none@noemail.com (row 5333)"", ""none@noemail.com (row 5492)"", ""noemail@noemail.com (row 5587)"", ""none@noemail.com (row 5624)"", ""noemail@noemail.com (row 5667)"", ""none@noemail.com (row 5802)"", ""none@noemail.com (row 5861)"", ""none@noemail.com (row 6302)"", ""none@noemail.com (row 6335)"", ""none@noemail.com (row 6892)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,borr dob,"[""4/29/1919 (row 2142)"", ""7/11/1917 (row 2407)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,co-borr cell phone,"[""931-940-155 (row 1162)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,co-borr email,"[""noemail@noemail.com (row 3787)"", ""none@noemail.com (row 3822)"", ""noemail@noemail.com (row 3859)"", ""none@noemail.com (row 4051)"", ""noemail@noemail.com (row 4130)"", ""noemail@noemail.com (row 4181)"", ""noemail@noemail.com (row 4243)"", ""noemail@noemail.com (row 4244)"", ""noemail@noemail.com (row 4308)"", ""noemail@noemail.com (row 4317)"", ""noemail@noemail.com (row 4412)"", ""noemail@noemail.com (row 4447)"", ""noemail@noemail.com (row 4501)"", ""noemail@noemail.com (row 4641)"", ""noemail@noemail.com (row 4647)"", ""noemail@noemail.com (row 4670)"", ""noemail@noemail.com (row 4671)"", ""none@noemail.com (row 4692)"", ""noemail@noemail.com (row 4717)"", ""none@noemail.com (row 4723)"", ""noemail@noemail.com (row 4724)"", ""noemail@noemail.com (row 4910)"", ""none@noemail.com (row 5000)"", ""noemail@noemail.com (row 5587)"", ""none@noemail.com (row 5861)"", ""none@noemail.com (row 6335)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,subject property address,"[""NE NE Sec 28-5-8 (row 2472)"", ""Blue Uriah Tract 3-5 (row 7281)""]"
Mia_Kelcie-FirstUnitedBank&Trust-MultipleLOs-ClientData-Jul1222Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,hoa dues,"["". (row 4654)"", "". (row 5329)""]"
Carek_Kelcie-BrickFinancialGroupLLC-NatalieJurkovich-ClientData-Jul2122Update-R4I-Archive_Frontend  - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,interest rate,"[""0 (row 68)""]"
Ethan_Tyler-MovementMortgage-JesWalkerWyse-ClientData-Jul2122Update-R4I-Archive - Archive.csv,2022-07-22 12:23:47 -0600,Archive,data_validation,nmls loan type,"[""blank (row 2)"", ""blank (row 3)"", ""blank (row 4)"", ""blank (row 5)"", ""blank (row 6)"", ""blank (row 7)"", ""blank (row 8)"", ""blank (row 9)"", ""blank (row 10)"", ""blank (row 11)"", ""blank (row 12)"", ""blank (row 13)"", ""blank (row 14)"", ""blank (row 15)"", ""blank (row 16)"", ""blank (row 17)"", ""blank (row 18)"", ""blank (row 19)"", ""blank (row 20)"", ""blank (row 21)"", ""blank (row 22)"", ""blank (row 23)"", ""blank (row 24)"", ""blank (row 25)"", ""blank (row 26)"", ""blank (row 27)"", ""blank (row 28)"", ""blank (row 29)"", ""blank (row 30)"", ""blank (row 31)"", ""blank (row 32)"", ""blank (row 33)"", ""blank (row 34)"", ""blank (row 35)"", ""blank (row 36)"", ""blank (row 37)"", ""blank (row 38)"", ""blank (row 39)"", ""blank (row 40)"", ""blank (row 41)"", ""blank (row 42)"", ""blank (row 43)"", ""blank (row 44)"", ""blank (row 45)"", ""blank (row 46)"", ""blank (row 47)"", ""blank (row 48)"", ""blank (row 49)"", ""blank (row 50)"", ""blank (row 51)"", ""blank (row 52)"", ""blank (row 53)"", ""blank (row 54)"", ""blank (row 55)"", ""blank (row 56)"", ""blank (row 57)"", ""blank (row 58)"", ""blank (row 59)"", ""blank (row 60)"", ""blank (row 61)"", ""blank (row 62)"", ""blank (row 63)"", ""blank (row 64)"", ""blank (row 65)"", ""blank (row 66)"", ""blank (row 67)"", ""blank (row 68)"", ""blank (row 69)"", ""blank (row 70)"", ""blank (row 71)"", ""blank (row 72)"", ""blank (row 73)"", ""blank (row 74)"", ""blank (row 75)"", ""blank (row 76)"", ""blank (row 77)"", ""blank (row 78)"", ""blank (row 79)"", ""blank (row 80)"", ""blank (row 81)"", ""blank (row 82)"", ""blank (row 83)"", ""blank (row 84)"", ""blank (row 85)"", ""blank (row 86)"", ""blank (row 87)"", ""blank (row 88)"", ""blank (row 89)"", ""blank (row 90)"", ""blank (row 91)"", ""blank (row 92)"", ""blank (row 93)"", ""blank (row 94)"", ""blank (row 95)"", ""blank (row 96)"", ""blank (row 97)"", ""blank (row 98)"", ""blank (row 99)"", ""blank (row 100)"", ""blank (row 101)"", ""blank (row 102)"", ""blank (row 103)"", ""blank (row 104)"", ""blank (row 105)"", ""blank (row 106)"", ""blank (row 107)"", ""blank (row 108)"", ""blank (row 109)"", ""blank (row 110)"", ""blank (row 111)"", ""blank (row 112)"", ""blank (row 113)"", ""blank (row 114)"", ""blank (row 115)"", ""blank (row 116)"", ""blank (row 117)"", ""blank (row 118)"", ""blank (row 119)"", ""blank (row 120)"", ""blank (row 121)"", ""blank (row 122)"", ""blank (row 123)"", ""blank (row 124)"", ""blank (row 125)"", ""blank (row 126)"", ""blank (row 127)"", ""blank (row 128)"", ""blank (row 129)"", ""blank (row 130)"", ""blank (row 131)"", ""blank (row 132)"", ""blank (row 133)"", ""blank (row 134)"", ""blank (row 135)"", ""blank (row 136)"", ""blank (row 137)"", ""blank (row 138)""]"
Mia_Kelcie-bayequityHOMELOANS-MichaelShain-ClientData-Jul2122Update-R4I-Archive_Frontend - Archive.csv,2022-07-22 12:23:48 -0600,Archive,data_validation,subject property address,"[""6Compass Point Drive Unit 3 (row 12)"", ""6Naples Street (row 34)"", ""6Camp Street (row 63)"", ""5Rye Hill Street (row 71)"", ""3Blanchard Road (row 76)"", ""8Meadow View Drive (row 90)"", ""4Patrick Road (row 97)"", ""3Federal St (row 112)"", ""3Coryn Circle (row 172)"", ""2Maple Street (row 175)"", ""7Danies Street Apt 1 (row 182)""]"
Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,borr cell phone,"[""0 (row 32)"", ""0 (row 683)"", ""0 (row 1853)""]"
Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,borr email,"[""noemail@goprime.com (row 1191)"", ""noemail@goprime.com (row 1881)"", ""na@na.com (row 4286)"", ""noemail@goprime.com (row 4640)"", ""noemail@goprime.com (row 4665)"", ""noemail@goprime.com (row 5185)"", ""noemail@goprime.com (row 5309)"", ""noemail@goprime.com (row 6016)"", ""noemail@goprime.com (row 6826)"", ""noemail@goprime.com (row 6910)"", ""noemail@goprime.com (row 7427)"", ""noemail@goprime.com (row 8878)"", ""none@goprime.com (row 9166)"", ""noemail@goprime.com (row 9200)"", ""noemail@goprime.com (row 9230)"", ""noemail@noemail.com (row 9499)"", ""noemail@goprime.com (row 10138)""]"
Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,co-borr cell phone,"[""0 (row 32)"", ""0 (row 683)"", ""0 (row 1853)"", ""672590930 (row 2937)"", ""0 (row 3016)"", ""0 (row 3658)"", ""0 (row 4539)""]"
Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,co-borr email,"[""noemail@goprime.com (row 1191)"", ""noemail@goprime.com (row 1881)"", ""na@na.com (row 4286)""]"
Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,co-borr dob,"[""10/13/1900 (row 4204)""]"
Ozzi_Kelcie-HollyWaltherLendingTeam-HollyWalther-ClientData-R4I-Archive_Frontend - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,subject property address,"[""6011Lakemont Trail (row 644)""]"
Ozzi_Kelcie-HollyWaltherLendingTeam-HollyWalther-ClientData-R4I-Archive_Frontend - Archive.csv,2022-07-22 12:23:49 -0600,Archive,data_validation,loan term,"[""280 (row 343)"", ""280 (row 829)""]"
**Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:41:39 -0600,Archive,data_validation,borr email,"[""na@na.com (row 7488)"", ""none@goprime.com (row 7725)""]"
**Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:41:39 -0600,Archive,data_validation,co-borr cell phone,"[""672590930 (row 2138)"", ""0 (row 2358)"", ""0 (row 2603)"", ""0 (row 6242)""]"
**Mia_Kelcie-GoPrime-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-22 12:41:39 -0600,Archive,data_validation,co-borr email,"[""na@na.com (row 7488)""]"
Ethan_Mia-MovementMortgage-VickiWilliams-ClientData-Jul2522Update-R4I-Archive - Archive.csv,2022-07-25 12:08:07 -0600,Archive,data_validation,loan term,"[""324 (row 83)""]"
Tyler_Kelcie-CrossCountry-TeamBuckles-ClientData-Jul2222Update-R4I-Archive_Frontend - Archive.csv,2022-07-25 12:08:08 -0600,Archive,data_validation,borr email,"[""blank (row 557)""]"
Tyler_Kelcie-CrossCountry-TeamBuckles-ClientData-Jul2222Update-R4I-Archive_Frontend - Archive.csv,2022-07-25 12:08:08 -0600,Archive,data_validation,subject property zip,"[""blank (row 469)"", ""blank (row 622)""]"
Mia_Kelcie-CrossCountryMortgage-AndrewEckstut-ClientData-Jul2522Update-R4I-Archive - Archive.csv,2022-07-25 12:08:08 -0600,Archive,data_validation,borr dob,"[""7/27/79 (row 2)"", ""7/1/88 (row 3)"", ""8/5/51 (row 4)"", ""5/26/88 (row 5)"", ""8/16/65 (row 6)"", ""6/27/71 (row 7)"", ""1/25/56 (row 8)"", ""11/26/62 (row 9)"", ""6/4/92 (row 10)"", ""9/26/80 (row 11)"", ""3/26/76 (row 12)"", ""11/26/83 (row 13)"", ""7/10/96 (row 14)"", ""6/6/87 (row 15)"", ""2/8/90 (row 16)"", ""9/13/80 (row 17)""]"
Mia_Kelcie-CrossCountryMortgage-AndrewEckstut-ClientData-Jul2522Update-R4I-Archive - Archive.csv,2022-07-25 12:08:08 -0600,Archive,data_validation,co-borr dob,"[""2/1/87 (row 15)"", ""3/8/96 (row 16)"", ""6/13/39 (row 17)""]"
Andrew_Mia-FirstUnitedBank&Trust-BillWinter-ClientData-R4I-Archive - Archive.csv,2022-07-25 12:08:08 -0600,Archive,data_validation,co-borr sex male/female,"[""InformationNotProvidedUnknown (row 104)"", ""InformationNotProvidedUnknown (row 105)"", ""InformationNotProvidedUnknown (row 107)"", ""InformationNotProvidedUnknown (row 116)"", ""No co-applicant (row 164)""]"
Kelcie_Mia-PriorityLending-CurtisFinster-ClientData-Jul2522Update-R4I-Archive - Archive.csv,2022-07-26 11:45:10 -0600,Archive,data_validation,borr cell phone,"[""520-370-522 (row 13)""]"
Kelcie_Mia-PriorityLending-CurtisFinster-ClientData-Jul2522Update-R4I-Archive - Archive.csv,2022-07-26 11:45:10 -0600,Archive,data_validation,borr email,"[""gerald-bartholomew@com (row 100)""]"
Tyler_Ethan-NFM-MariaKelley-ClientData-Jul2322Update-R4I-Archive - Archive.csv,2022-07-26 11:45:10 -0600,Archive,data_validation,closing date,"[""44729 (row 2)"", ""44708 (row 3)"", ""44659 (row 4)"", ""44529 (row 5)"", ""44623 (row 6)"", ""44510 (row 7)"", ""44529 (row 8)"", ""44620 (row 9)"", ""44603 (row 10)"", ""44712 (row 11)"", ""44740 (row 12)"", ""44767 (row 13)""]"
Tyler_Carek-NorthernMortgage-JoshuaNawrot-ClientData-Jul2622Update-R4I-Archive - Archive.csv,2022-07-26 11:45:10 -0600,Archive,data_validation,co-borr email,"[""kelliertimmer@gmail. (row 3)"", ""kris.timmer71@gmail. (row 4)"", ""Niteowl19702001@yaho (row 14)"", ""sarahrobins7719@gmai (row 22)"", ""alexisdean4567@gmail (row 24)"", ""lauraroconnor76@gmai (row 35)""]"
Mia_Ethan-Caliber-ReginaCristodera-ClientData-Jul2222Update-R4I-Archive(8) - Archive.csv,2022-07-26 11:45:10 -0600,Archive,data_validation,borr email,"[""none@none.com (row 8)"", ""noemail@yahoo.com (row 151)""]"
Andrew_Mia-MaritimeMortgageCorp-MaritimeMortgageCorp-ClientData-Jul2622Update-R4I-Archive - Archive.csv,2022-07-26 11:45:11 -0600,Archive,header_validation,invalid_headers,"[""Lo name""]"
Ozzi_Mia-CrossCountryMortgage-VictorSalazar-ClientData-Jul2722Update-R4I-Archive_Frontend - Archive.csv,2022-07-28 11:32:52 -0600,Archive,data_validation,interest rate,"[""0 (row 24)""]"
Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:35:16 -0600,Archive,data_validation,borr email,"[""noemail@gmail.com (row 1774)"", ""noemail@noemail.com (row 3292)""]"
Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:35:16 -0600,Archive,data_validation,co-borr email,"[""noemail@gmail.com (row 1774)""]"
Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:35:16 -0600,Archive,data_validation,nmls loan originator id,"[""blank (row 2037)""]"
Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:35:16 -0600,Archive,data_validation,closing date predating purchase date,"[""Purchase Date: 9/21/2022 Closing Date: 6/7/2022 (row 2663)""]"
**Ozzi_Mia-CrossCountryMortgage-VictorSalazar-ClientData-Jul2722Update-R4I-Archive_Frontend - Archive.csv,2022-07-28 11:35:16 -0600,Archive,data_validation,interest rate,"[""0 (row 24)""]"
**Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:37:44 -0600,Archive,data_validation,closing date predating purchase date,"[""Purchase Date: 12/28/2022 Closing Date: 5/19/2022 (row 4177)""]"
****Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:38:17 -0600,Archive,data_validation,closing date predating purchase date,"[""Purchase Date: 10/19/2022 Closing Date: 6/14/2022 (row 4871)""]"
******Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 11:47:29 -0600,Archive,data_validation,closing date predating purchase date,"[""Purchase Date: 10/19/2022 Closing Date: 6/14/2022 (row 4871)""]"
********Mia_Kelcie-Guild-MultipleLOs-ClientData-Jul1822Update-R4I-Archive - Archive.csv,2022-07-28 14:11:02 -0600,Archive,data_validation,closing date predating purchase date,"[""Purchase Date: 10/19/2022 Closing Date: 6/14/2022 (row 4871)""]"
